PMID,Sentence,ID_1,E1,Type_E1,Full_E1,MeSH_E1,Synonyms_1,Relation,ID_2,E2,Type_E2,Full_E2,MeSH_E2,Synonyms_2
26990766,"This phase 2 randomized, double-blind, placebo-controlled study evaluated the efficacy and safety of the nicotinic acetylcholine receptor α7 agonist AQW051 in patients with Parkinson's disease and levodopa-induced dyskinesia.",,nicotinic acetylcholine receptor α7,CHEMICAL,nicotinic acetylcholine receptor α7,,,in patients with,,Parkinson's disease,DISEASE,Parkinson's disease,,
17194261,Selective serotonin reuptake inhibitors (SSRIs) are frequently used as a first antidepressant for major depressive disorder but have response rates of 50% to 60% in daily practice.,,Selective serotonin reuptake inhibitors,CHEMICAL,Selective serotonin reuptake inhibitors,,,used as first antidepressant for,,major depressive disorder,MENTAL_HEALTH,major depressive disorder,,
17194261,Selective serotonin reuptake inhibitors (SSRIs) are frequently used as a first antidepressant for major depressive disorder but have response rates of 50% to 60% in daily practice.,,Selective serotonin reuptake inhibitors,CHEMICAL,Selective serotonin reuptake inhibitors,,,used as,,first antidepressant,CHEMICAL,first antidepressant,,
17194261,Selective serotonin reuptake inhibitors (SSRIs) are frequently used as a first antidepressant for major depressive disorder but have response rates of 50% to 60% in daily practice.,,SSRIs,CHEMICAL,selective serotonin reuptake inhibitors,,,used as first antidepressant for,,major depressive disorder,MENTAL_HEALTH,major depressive disorder,,
17194261,Selective serotonin reuptake inhibitors (SSRIs) are frequently used as a first antidepressant for major depressive disorder but have response rates of 50% to 60% in daily practice.,,SSRIs,CHEMICAL,selective serotonin reuptake inhibitors,,,used as,,first antidepressant,CHEMICAL,first antidepressant,,
20498721,The polyunsaturated fatty acid (PUFA) composition of (nerve) cell membranes may be involved in the pathophysiology of depression.,,polyunsaturated fatty acid composition,NUTRITION,polyunsaturated fatty acid composition,,,involved in pathophysiology of,,depression,MENTAL_HEALTH,central alpha-2 receptors,,
23504639,"Different psychoactive factors including alcohol, coffee and tobacco, are considered as risk factors for bruxism.",,alcohol,CHEMICAL,alcohol,,,considered as risk factors for,,bruxism,MENTAL_HEALTH,bruxism,,
29633783,Honey has been used to alleviate cough symptoms.,,Honey,NUTRITION,Honey,,,alleviate,,cough symptoms,DISEASE,cough symptoms,,
25536086,"Several remedies, including honey, have been used to alleviate cough symptoms.",,honey,NUTRITION,honey,,,alleviate,,cough symptoms,DISEASE,cough symptoms,,
27710883,Liquid chromatography/high resolution tandem mass spectrometry in combination with principal component analysis and orthogonal projection to latent structures was used to reveal main chemical differences of gasified wine waste mixture from commonly used ones in agricultural biogas plants.,,orthogonal projection,MENTAL_HEALTH,orthogonal projection,,,reveal main chemical differences of,,wine waste mixture,BIOCHEMICAL,wine waste mixture,,
8241176,Purine nucleoside phosphorylase with bound [14C]inosine was mixed with excess unlabeled inosine and arsenate to determine relative rates for reaction or dissociation of bound inosine.,,Purine nucleoside phosphorylase,CHEMICAL,Purine nucleoside phosphorylase,,,determine relative rates for reaction or dissociation of,,inosine,CHEMICAL,inosine,,
8241176,Purine nucleoside phosphorylase with bound [14C]inosine was mixed with excess unlabeled inosine and arsenate to determine relative rates for reaction or dissociation of bound inosine.,,Purine nucleoside phosphorylase,CHEMICAL,Purine nucleoside phosphorylase,,,determine relative rates for,,dissociation,MENTAL_HEALTH,dissociation,,
9002463,The higher affinities and slower dissociation rates of the trihydroxy bile acids for and from SK&F 97426-A probably account for the increased potency of SK&F 97426-A over cholestyramine in vivo.,,trihydroxy bile acids,CHEMICAL,trihydroxy bile acids,,,increased potency of sk&f over,,cholestyramine,CHEMICAL,cholestyramine,,
9002463,The higher affinities and slower dissociation rates of the trihydroxy bile acids for and from SK&F 97426-A probably account for the increased potency of SK&F 97426-A over cholestyramine in vivo.,,slower dissociation rates,MENTAL_HEALTH,slower dissociation rates,,,increased potency of sk&f over,,cholestyramine,CHEMICAL,cholestyramine,,
35590025,The dissociation of CO2 gas hydrates (GH) with amino acid kinetic promoters and without promoters was studied at a high temperature of 90 °C for a period of 20 min to understand the percentage of CO2 gas and to select the best promoter that aids CO2 gas entrapment along with stability at a high temperature.,,amino acid kinetic promoters,CHEMICAL,amino acid kinetic promoters,,,understand percentage of,,CO2 gas,CHEMICAL,CO2 gas,,
35590025,The dissociation of CO2 gas hydrates (GH) with amino acid kinetic promoters and without promoters was studied at a high temperature of 90 °C for a period of 20 min to understand the percentage of CO2 gas and to select the best promoter that aids CO2 gas entrapment along with stability at a high temperature.,,CO2 gas,CHEMICAL,CO2 gas,,,understand percentage of,,CO2 gas,CHEMICAL,CO2 gas,,
35590025,The dissociation of CO2 gas hydrates (GH) with amino acid kinetic promoters and without promoters was studied at a high temperature of 90 °C for a period of 20 min to understand the percentage of CO2 gas and to select the best promoter that aids CO2 gas entrapment along with stability at a high temperature.,,dissociation,MENTAL_HEALTH,dissociation,,,understand percentage of,,CO2 gas,CHEMICAL,CO2 gas,,
30909391,"The latter group is undoubtedly the most infamous, with TB infecting an estimated 10 million people and causing over 1.2 million deaths in 2017 alone TB and leprosy also differ from NTM in that they are only transmitted from person to person and have no environmental reservoir, whereas NTM infections are commonly acquired from the environment.",,TB,DISEASE,tuberculous,,,differ from,,NTM,CHEMICAL,nontuberculous mycobacteria,,
30909391,"The latter group is undoubtedly the most infamous, with TB infecting an estimated 10 million people and causing over 1.2 million deaths in 2017 alone TB and leprosy also differ from NTM in that they are only transmitted from person to person and have no environmental reservoir, whereas NTM infections are commonly acquired from the environment.",,leprosy,DISEASE,leprosy,,,differ from,,NTM,CHEMICAL,nontuberculous mycobacteria,,
30909391,"M. abs is a rapidly growing NTM that is responsible for opportunistic pulmonary infections in patients with structural lung disorders such as cystic fibrosis and bronchiectasis, as well as a wide range of skin and soft tissue infections in humans.",,pulmonary infections,DISEASE,pulmonary infections,,,in patients with,,structural lung disorders,DISEASE,structural lung disorders,,
35598137,Anemia improved with blood transfusion and steroid administration but patient eventually developed hepatorenal syndrome and expired.,,Anemia,DISEASE,Anemia,,,improve with,,steroid administration,CHEMICAL,steroid administration,,
31436889,"Pathogenic variants in polynucleotide kinase 3'-phosphatase (PNKP) gene have been associated with two distinct clinical presentations: autosomal recessive microcephaly, seizures, and developmental delay (MCSZ; MIM 613402) and ataxia with oculomotor apraxia type 4 (AOA4; MIM 616267).",,polynucleotide kinase 3'-phosphatase PNKP gene,CHEMICAL,polynucleotide kinase 3'-phosphatase PNKP gene,,,associated with,,autosomal recessive microcephaly,DISEASE,autosomal recessive microcephaly,,
31436889,"Pathogenic variants in polynucleotide kinase 3'-phosphatase (PNKP) gene have been associated with two distinct clinical presentations: autosomal recessive microcephaly, seizures, and developmental delay (MCSZ; MIM 613402) and ataxia with oculomotor apraxia type 4 (AOA4; MIM 616267).",,polynucleotide kinase 3'-phosphatase PNKP gene,CHEMICAL,polynucleotide kinase 3'-phosphatase PNKP gene,,,associated with,,oculomotor apraxia type,MENTAL_HEALTH,oculomotor apraxia type,,
31436889,"Pathogenic variants in polynucleotide kinase 3'-phosphatase (PNKP) gene have been associated with two distinct clinical presentations: autosomal recessive microcephaly, seizures, and developmental delay (MCSZ; MIM 613402) and ataxia with oculomotor apraxia type 4 (AOA4; MIM 616267).",,polynucleotide kinase 3'-phosphatase PNKP gene,CHEMICAL,polynucleotide kinase 3'-phosphatase PNKP gene,,,associated with,,ataxia,DISEASE,ataxia,,
31436889,"Pathogenic variants in polynucleotide kinase 3'-phosphatase (PNKP) gene have been associated with two distinct clinical presentations: autosomal recessive microcephaly, seizures, and developmental delay (MCSZ; MIM 613402) and ataxia with oculomotor apraxia type 4 (AOA4; MIM 616267).",,polynucleotide kinase 3'-phosphatase PNKP gene,CHEMICAL,polynucleotide kinase 3'-phosphatase PNKP gene,,,associated with,,MCSZ,DISEASE,MCSZ,,
31436889,"Pathogenic variants in polynucleotide kinase 3'-phosphatase (PNKP) gene have been associated with two distinct clinical presentations: autosomal recessive microcephaly, seizures, and developmental delay (MCSZ; MIM 613402) and ataxia with oculomotor apraxia type 4 (AOA4; MIM 616267).",,polynucleotide kinase 3'-phosphatase PNKP gene,CHEMICAL,polynucleotide kinase 3'-phosphatase PNKP gene,,,associated with,,seizures,DISEASE,seizures,,
18658016,Diltiazem ointment achieved healing of chronic anal fissure comparable to 0.2% GTN ointment but was associated with fewer side effects.,,Diltiazem ointment,CHEMICAL,Diltiazem ointment,,,achieve healing of chronic anal fissure comparable to,,% GTN ointment,CHEMICAL,% GTN ointment,,
9009472,"Ergotamine tartrate (ET) and dihydroergotamine mesylate (DHE) have been widely and effectively used in the treatment of migraine for many decades, although few randomized, controlled clinical trials have been conducted with these compounds.",,Ergotamine tartrate,CHEMICAL,Ergotamine tartrate,,,used in treatment of,,migraine,DISEASE,migraine,,
27514786,"Finally it is concluded that, dietary AMP supplementation enhanced the growth, digestibility, immune response and stress resistance of red sea bream.",,dietary AMP supplementation,CHEMICAL,dietary AMP supplementation,,,enhance,,red sea bream,NUTRITION,red sea bream,,
27514786,"Finally it is concluded that, dietary AMP supplementation enhanced the growth, digestibility, immune response and stress resistance of red sea bream.",,dietary AMP supplementation,CHEMICAL,dietary AMP supplementation,,,enhance,,stress resistance,MENTAL_HEALTH,stress resistance,,
27514786,"The regression analysis revealed that a dietary AMP supplementation between 0.2 and 0.4% supported weight gain and lysozyme activity as a marker of immune functions for red sea bream, which is also inline with the most of the growth and health performance parameters of fish under present experimental conditions.",,dietary AMP supplementation,CHEMICAL,dietary AMP supplementation,,,support weight gain and lysozyme activity as marker of immune functions for,,red sea bream,NUTRITION,red sea bream,,
27514786,"The regression analysis revealed that a dietary AMP supplementation between 0.2 and 0.4% supported weight gain and lysozyme activity as a marker of immune functions for red sea bream, which is also inline with the most of the growth and health performance parameters of fish under present experimental conditions.",,dietary AMP supplementation,CHEMICAL,dietary AMP supplementation,,,support,,weight gain,DISEASE,weight gain,,
28360573,The patient's manic symptoms started on the seventh day of varenicline treatment.,,patient's manic symptoms,DISEASE,patient's manic symptoms,,,start on seventh day of,,varenicline treatment,CHEMICAL,varenicline treatment,,
28360573,Varenicline may cause manic episodes in patients with bipolar disorder and in healthy individuals.,,Varenicline,CHEMICAL,Varenicline,,,cause manic episodes in patients with,,bipolar disorder,MENTAL_HEALTH,bipolar disorder,,
28360573,Varenicline may cause manic episodes in patients with bipolar disorder and in healthy individuals.,,Varenicline,CHEMICAL,Varenicline,,,cause,,manic episodes,DISEASE,manic episodes,,
28360573,Varenicline may cause manic episodes in patients with bipolar disorder and in healthy individuals.,,manic episodes,DISEASE,manic episodes,,,in patients with,,bipolar disorder,MENTAL_HEALTH,bipolar disorder,,
28360573,An increasing number of serious psychiatric disorders are being reported due to varenicline treatment.,,serious psychiatric disorders,DISEASE,serious psychiatric disorders,,,reported due to,,varenicline treatment,CHEMICAL,varenicline treatment,,
