PMID,Sentence
31954150,"Here, we systematically searched the existing literature on individual differences in task-based approach-avoidance behavior and aggregated the current evidence for the effect of self-reported approach/avoidance traits, anxiety and anxiety disorders, specific phobias, depression, aggression, anger and psychopathy, substance use and related disorders, eating disorders and habits, trauma, acute stress and, finally, hormone levels (mainly testosterone, oxytocin)."
28061973,"Therefore, the aim of this review was to report the preclinical profile of melatonin, a pineal gland hormone, as a potential pharmacological option in the treatment of anxiety disorders such as PTSD, tested with the Pavlovian fear conditioning paradigm."
31728946,The stimulatory effect of tungstate on metabolic activities could serve as important components of antioxidative defense mechanism against tungstate toxicity.
28647606,"Meanwhile, the Zn (40, 14%) and Pb (82, 15%) uptake in the shoot and root were also increased in TG soil."
28647606,"Shoot Cd uptake remained below detection, while Cu decreased by 52% in TG soil."
28647606,"The antioxidant enzymatic activities (POD, PAL, PPO and CAT) in Brassica juncea implicated enhancement in the plant defense mechanism against the TEs induced stress in contaminated soils."
34975941,"In this study, we estimated the phytohormones using targeted metabolome assays and transcriptomic changes using RNA sequencing (RNA-seq) in the roots of resistant (BrT24) and susceptible (Y510-9) plants at 0, 3, 9, and 20 days after inoculation (DAI) with P. brassicae."
34975941,"Inhibition of Indoleacetic acid, cytokinin, jasmonate acid, and salicylic acid contents and changes in related gene expression in R-line may play important roles in regulation of clubroot resistance (CR)."
27264435,"Doses of the 5-HT1A antagonist, WAY 100635 (0.1-1.0mg/kg), 5-HT1B antagonist, GR 127935 (1.0-3.0mg/kg), and the 5-HT2A antagonist, ketanserin (1.0-3.0mg/kg) that have previously been shown to decrease self-administration of other psychostimulants and that decreased MDMA-produced hyperactivity in the present study did not alter MDMA self-administration."
23145389,Serotonin syndrome (SS) is a rare and potentially life-threatening toxic state caused by an adverse drug reaction that leads to excessive central and peripheral serotonergic activity.
3560971,"In experimental study with rats, cyclazocine is known to increase locomotor activity and to produce a bizarre behavioral syndrome including head swaying, backward walking, circling."
3560971,"The present study was undertaken to investigate the effects of various drugs modifying the serotoninergic neuronal systems, upon the locomotor activity and the abnormal behaviors induced by cyclazocine."
3560971,"Pretreatment with p-chlorophenylalanine (PCPA, 400 mg/kg, 72, 48, 24 hr) resulted in an inhibition of the three abnormal behaviors."
3560971,"L-tryptophan (50 mg/kg), 5-hydroxytryptophan (5-HTP, 50 mg/kg), or pargyline (50 mg/kg) inhibited abnormal behaviors and decreased locomotor activity."
3560971,"In contrast, ketanserine (0.5-2 mg/kg) and pirenperone (0.05-0.2 mg/kg), serotonin antagonists with selective affinity for 5-HT2 receptors had no effects on the abnormal behaviors and locomotor activity."
3560971,"Taken together, these results suggest that a serotoninergic mediation is involved in the cyclazocine-induced abnormal behaviors, and that serotonin exerts an inhibitory control on the locomotor activity produced by the drug."
3560971,"Further experiments have shown that the drugs having being able to potentiate cyclazocine-induced locomotor activity, similarly potentiate the locomotor activity induced by levallorphan, morphinan derivative with cyclazocine-like properties but do not enhance the hyperactivity produced by a low dose of morphine."
29805740,Fenfluramine exhibits antiepileptic properties and thus diminishes epileptiform discharges in experimental animal models of Dravet syndrome.
29805740,"The serotoninergic activity of fenfluramine at 5HT2AR, and likely also at 5HT2CR, collaborated with its activity at σ1Rs to prevent the convulsive syndrome promoted by NMDAR overactivation."
22185047,Ocular manifestations of allergic rhinoconjunctivitis may result from both direct allergen-mediated mast cell stimulation on the surface of the eye and naso-ocular reflexes--histamine being one of the mediators of symptoms onset.
22185047,An H1 antihistamine would be the first line treatment for allergic conjunctivitis.
22185047,"Since allergic conjunctivitis is always (or almost always) accompanied by nasal symptoms, a second-generation H1 antihistamine administered via oral route is the drug of choice for jointly managing both the nasal and the ocular symptoms--minimizing the impact of the effects inherent to first-generation H, antihistamine, including particularly drowsiness."
22185047,"Bilastine is a new H1 antihistamine with an excellent safety profile, developed for the treatment of allergic rhinoconjunctivitis and urticaria, with potency similar to that of cetirizine and desloratadine, and superior to that of fexofenadine."
22185047,This new drug has been shown to be effective in controlling the ocular symptoms of allergic rhinoconjunctivitis.
18383656,"(7) Vasoconstrictors, ipratropium and montelukast, have negative risk-benefit balances in hay fever."
18383656,"The results of paediatric studies are even less convincing. (10) In practice, when drug therapy is needed to relieve symptoms of seasonal allergic rhinitis, sodium cromoglicate is the first-line treatment."
28925030,"The breakthrough advancements in scientific medical research have greatly improved our understanding of the pathogenesis of depression, encouraging drug discoverers to take a shorter path than ever through drug repurposing to generate new antidepressant medications."
28925030,"In addition to reduced noradrenergic and serotonergic neurotransmission in the brain, other coincidence features such as glutamate neurotoxicity, inflammation and/or cerebrovascular insufficiency are implicated in the pathogenesis of major depressive disorder and late-life depression."
22549115,"Thiazolidinediones have shown antidepressant effect in animal studies, as well as in some uncontrolled studies evaluating human subjects with concurrent major depressive disorder (MDD) and metabolic syndrome."
22549115,"Thus, we hypothesized that they would show antidepressant effect in patients with MDD even if it was not accompanied by metabolic disturbances."
22549115,"In this double-blind placebo-controlled study, 40 patients with MDD (DSM-IV-TR) and Hamilton depression rating scale-17 (Ham-D) score ≥ 22 were randomized to citalopram plus pioglitazone (15 mg every 12 h) (n=20) or citalopram plus placebo (n=20) for 6 weeks."
22549115,Pioglitazone is a safe and effective adjunctive short-term treatment in patients with moderate-to-severe MDD even in the absence of metabolic syndrome and diabetes.
4986758,liquefaciens strain 31 incorporated (14)CO(2) into aspartate.
4986758,Reduced nicotinamide adenine dinucleotide or reduced nicotinamide adenine dinucleotide phosphate could not be substituted for adenosine triphosphate (ATP); phosphoenolpyruvate even in the presence of nucleoside diphosphates could not replace pyruvate plus ATP; propionate plus coenzyme A (CoA) could not replace pyruvate in supporting CO(2) fixation by cell extracts.
